ID,제목,채널,업로드일자,재생시간,조회수,좋아요수,댓글수,태그,카테고리,영상URL,분석일시
cfkCUulmL94,SCP 세계관에서 가장 기묘한 도시 [SCP-2264/알라가다 견문록],괴물연구소,2026-04-03,26:51,362806,6841,878,"scp 재단, 알라가다, scp, scp 영화, 미스터리, scp-001, 괴물 연구소",Entertainment,https://www.youtube.com/watch?v=cfkCUulmL94,2026-08-23 00:22:54
